start_station_name,date,avgtemp,value
Forsyth St & Broome St,2022-04-27,11.6,1
W 20 St & 7 Ave,2022-04-14,16.3,1
W 50 St & 10 Ave,2022-04-03,7.0,1
W 12 St & Hudson St,2022-04-27,11.6,1
Christopher St & Greenwich St,2022-04-13,15.4,1
E 2 St & Avenue C,2022-04-09,11.4,1
Warren St & W Broadway,2022-04-29,10.4,1
Flushing Ave & Vanderbilt Ave,2022-04-26,11.5,1
E 12 St & 3 Ave,2022-04-30,12.9,1
Broadway & W 38 St,2022-04-29,10.4,1
W 30 St & 10 Ave,2022-04-10,8.6,1
Mott St & Prince St,2022-04-09,11.4,1
Lenox Ave & W 133 St,2022-04-19,7.6,1
1 Ave & E 62 St,2022-04-03,7.0,1
Willoughby Ave & Walworth St,2022-04-04,7.6,1
E 20 St & FDR Dr,2022-04-22,14.6,1
5 Ave & E 78 St,2022-04-17,8.3,1
Bayard St & Leonard St,2022-04-09,11.4,1
W 26 St & 10 Ave,2022-04-19,7.6,1
34 St & 35 Ave,2022-04-29,10.4,1
Washington St & Barrow St,2022-04-14,16.3,1
E 13 St & 2 Ave,2022-04-22,14.6,1
Mercer St & Bleecker St,2022-04-22,14.6,1
Mercer St & Bleecker St,2022-04-23,13.3,1
University Pl & E 14 St,2022-04-09,11.4,1
Metropolitan Ave & Bedford Ave,2022-04-23,13.3,1
Lexington Ave & Classon Ave,2022-04-01,13.1,1
Hanson Pl & Ashland Pl,2022-04-06,8.6,1
E 4 St & 2 Ave,2022-04-18,7.9,1
St Marks Pl & 2 Ave,2022-04-12,13.4,1
E 85 St & 3 Ave,2022-04-11,8.8,1
Christopher St & Greenwich St,2022-04-06,8.6,1
Grand St & Samuel Dickstein Plaza,2022-04-15,15.7,1
W 4 St & 7 Ave S,2022-04-25,10.4,1
E 11 St & 1 Ave,2022-04-22,14.6,1
Carmine St & 6 Ave,2022-04-17,8.3,1
Stanton St & Mangin St,2022-04-26,11.5,1
8 Ave & W 33 St,2022-04-30,12.9,1
Dock 72 Way & Market St,2022-04-18,7.9,1
Columbia St & Rivington St,2022-04-13,15.4,1
Crescent St & 35 Ave,2022-04-08,12.8,1
Court St & State St,2022-04-10,8.6,1
W 18 St & 6 Ave,2022-04-05,9.7,1
Water St & Main St,2022-04-16,15.7,1
12 Ave & W 40 St,2022-04-26,11.5,1
Roosevelt Island Tramway,2022-04-29,10.4,1
W 4 St & 7 Ave S,2022-04-28,8.2,1
Lafayette St & Jersey St,2022-04-01,13.1,1
Milton St & Franklin St,2022-04-10,8.6,1
E 10 St & 2 Ave,2022-04-12,13.4,1
Central Ave & Starr Street,2022-04-16,15.7,1
Broadway & Berry St,2022-04-05,9.7,1
Rivington St & Chrystie St,2022-04-18,7.9,1
Bialystoker Pl & Delancey St,2022-04-14,16.3,1
Water St &  Fletcher St,2022-04-10,8.6,1
Fulton St & Adams St,2022-04-20,9.4,1
Howard St & Lafayette St,2022-04-15,15.7,1
N 15 St & Wythe Ave,2022-04-13,15.4,1
Broadway & Berry St,2022-04-22,14.6,1
Bedford Ave & Nassau Ave,2022-04-08,12.8,1
E 20 St & Park Ave,2022-04-13,15.4,1
Broadway & E 14 St,2022-04-24,12.8,1
3 Ave & Schermerhorn St,2022-04-05,9.7,1
Broadway & Roebling St,2022-04-11,8.8,1
N 11 St & Kent Ave,2022-04-26,11.5,1
E 16 St & 5 Ave,2022-04-21,10.6,1
E 14 St & 1 Ave,2022-04-23,13.3,1
8 Ave & W 52 St,2022-04-20,9.4,1
Fulton St & Adams St,2022-04-12,13.4,1
E 30 St & Park Ave S,2022-04-18,7.9,1
Smith St & 9 St,2022-04-17,8.3,1
Broadway & W 25 St,2022-04-30,12.9,1
Bushwick Ave & Harman St,2022-04-23,13.3,1
E 20 St & 2 Ave,2022-04-27,11.6,1
Lexington Ave & E 29 St,2022-04-03,7.0,1
Washington Square E,2022-04-25,10.4,1
Metropolitan Ave & Bedford Ave,2022-04-06,8.6,1
W 20 St & 10 Ave,2022-04-04,7.6,1
Sullivan St & Washington Sq,2022-04-08,12.8,1
Berry St & N 8 St,2022-04-12,13.4,1
11 Ave & W 41 St,2022-04-22,14.6,1
11 Ave & W 41 St,2022-04-21,10.6,1
Southern Blvd & E 149 St,2022-04-11,8.8,1
E 7 St & Avenue A,2022-04-29,10.4,1
W 13 St & 5 Ave,2022-04-09,11.4,1
W 76 St & Columbus Ave,2022-04-18,7.9,1
E 27 St & Park Ave S,2022-04-27,11.6,1
Mt Morris Park W & W 120 St,2022-04-09,11.4,1
Morris Ave & McClellan St,2022-04-28,8.2,1
Lenox Ave & W 115 St,2022-04-21,10.6,1
Centre St & Worth St,2022-04-02,7.2,1
Plaza St East & Flatbush Ave,2022-04-16,15.7,1
W 90 St & Amsterdam Ave,2022-04-03,7.0,1
Central Park West & W 72 St,2022-04-16,15.7,1
W 20 St & 7 Ave,2022-04-26,11.5,1
W 22 St & 8 Ave,2022-04-17,8.3,1
Columbus Ave & W 72 St,2022-04-02,7.2,1
7 Ave & Park Pl,2022-04-21,10.6,1
E 118 St & Madison Ave,2022-04-20,9.4,1
12 Ave & W 125 St,2022-04-06,8.6,1
6 Ave & W 34 St,2022-04-04,7.6,1
E 118 St & Madison Ave,2022-04-18,7.9,1
Bayard St & Leonard St,2022-04-16,15.7,1
E 19 St & 3 Ave,2022-04-30,12.9,1
7 Ave & Central Park South,2022-04-28,8.2,1
Carroll St & Bond St,2022-04-28,8.2,1
Fulton St & Clermont Ave,2022-04-11,8.8,1
Greenpoint Ave & Manhattan Ave,2022-04-08,12.8,1
Broadway\t& W 48 St,2022-04-21,10.6,1
Water St & Main St,2022-04-16,15.7,1
W 84 St & Broadway,2022-04-21,10.6,1
E 10 St & 2 Ave,2022-04-11,8.8,1
W 27 St & 7 Ave,2022-04-29,10.4,1
Broadway & W 25 St,2022-04-13,15.4,1
E 106 St & Lexington Ave,2022-04-30,12.9,1
Reade St & Broadway,2022-04-08,12.8,1
Frederick Douglass Blvd & W 129 St,2022-04-30,12.9,1
Frederick Douglass Blvd & W 115 St,2022-04-21,10.6,1
W 34 St & 11 Ave,2022-04-29,10.4,1
Lincoln Pl & Classon Ave,2022-04-09,11.4,1
21 St & Queens Plaza North,2022-04-28,8.2,1
W 45 St & 8 Ave,2022-04-25,10.4,1
Pleasant Ave & E 120 St,2022-04-16,15.7,1
E 88 St & 1 Ave,2022-04-02,7.2,1
W 29 St & 9 Ave,2022-04-07,9.1,1
E 44 St & Lexington Ave,2022-04-12,13.4,1
Canal St & Rutgers St,2022-04-25,10.4,1
E 58 St & 1 Ave (NW Corner),2022-04-05,9.7,1
Adam Clayton Powell Blvd & W 123 St,2022-04-28,8.2,1
LaGuardia Pl & W 3 St,2022-04-10,8.6,1
Washington St & Gansevoort St,2022-04-09,11.4,1
Banker St & Meserole Ave,2022-04-28,8.2,1
Broadway & W 56 St,2022-04-30,12.9,1
2 Ave & E 125 St,2022-04-15,15.7,1
West Thames St,2022-04-08,12.8,1
Devoe St & Lorimer St,2022-04-27,11.6,1
Broadway & Ellwood St,2022-04-12,13.4,1
St. Nicholas Ave & W 126 St,2022-04-30,12.9,1
5 Ave & E 93 St,2022-04-15,15.7,1
E 89 St & 3 Ave,2022-04-24,12.8,1
Sullivan Pl & Franklin Ave,2022-04-18,7.9,1
Allen St & Hester St,2022-04-09,11.4,1
West Thames St,2022-04-03,7.0,1
Broadway & W 185 St,2022-04-04,7.6,1
Sands St & Jay St,2022-04-16,15.7,1
W 20 St & 8 Ave,2022-04-12,13.4,1
Fulton St & Waverly Ave,2022-04-03,7.0,1
E 102 St & 1 Ave,2022-04-08,12.8,1
West End Ave & W 60 St,2022-04-25,10.4,1
Madison Ave & E 120 St,2022-04-26,11.5,1
Willoughby Ave & Wyckoff Ave,2022-04-07,9.1,1
Willis Ave & E 141 St,2022-04-16,15.7,1
W 29 St & 9 Ave,2022-04-08,12.8,1
E 40 St & Park Ave,2022-04-11,8.8,1
5 St & 51 Ave,2022-04-10,8.6,1
5 Ave & E 103 St,2022-04-24,12.8,1
Park Ave & E 162 St,2022-04-24,12.8,1
5 Ave & E 93 St,2022-04-25,10.4,1
24 St & 5 Ave,2022-04-27,11.6,1
Broadway & W 58 St,2022-04-21,10.6,1
E 114 St & 1 Ave,2022-04-08,12.8,1
1 Ave & E 94 St,2022-04-20,9.4,1
W 42 St & 6 Ave,2022-04-04,7.6,1
Riverside Dr & W 72 St,2022-04-14,16.3,1
Center Blvd & 51 Ave,2022-04-25,10.4,1
E 116 St & 2 Ave,2022-04-05,9.7,1
W 56 St & 8 Ave,2022-04-29,10.4,1
5 Ave & E 87 St,2022-04-15,15.7,1
Emerson Pl & Myrtle Ave,2022-04-18,7.9,1
E 106 St & Madison Ave,2022-04-02,7.2,1
Madison Av & E 51 St,2022-04-13,15.4,1
Lafayette St & E 8 St,2022-04-13,15.4,1
W 42 St & 6 Ave,2022-04-14,16.3,1
E 27 St & Park Ave S,2022-04-15,15.7,1
E 48 St & 5 Ave,2022-04-19,7.6,1
Broadway & W 38 St,2022-04-25,10.4,1
Great Jones St,2022-04-29,10.4,1
Washington Square E,2022-04-12,13.4,1
2 Ave & E 29 St,2022-04-04,7.6,1
Lafayette St & E 8 St,2022-04-05,9.7,1
Columbia St & Rivington St,2022-04-19,7.6,1
Dock 72 Way & Market St,2022-04-17,8.3,1
E 51 St & Lexington Ave,2022-04-20,9.4,1
W 51 St & 6 Ave,2022-04-05,9.7,1
2 Ave & E 29 St,2022-04-02,7.2,1
Central Park W & W 103 St,2022-04-13,15.4,1
Broadway & W 38 St,2022-04-07,9.1,1
8 Ave & W 33 St,2022-04-20,9.4,1
E 5 St & Cooper Sq,2022-04-14,16.3,1
3 St & Prospect Park West,2022-04-04,7.6,1
E 22 St & 2 Ave,2022-04-18,7.9,1
Prospect Park SW & Vanderbilt St,2022-04-24,12.8,1
Clinton Ave & Myrtle Ave,2022-04-25,10.4,1
Broadway & E 21 St,2022-04-02,7.2,1
Lafayette St & Jersey St,2022-04-15,15.7,1
Plaza St East & Flatbush Ave,2022-04-15,15.7,1
West End Ave & W 107 St,2022-04-06,8.6,1
Norfolk St & Broome St,2022-04-17,8.3,1
8 Ave & W 33 St,2022-04-12,13.4,1
E 47 St & 2 Ave,2022-04-25,10.4,1
W 22 St & 10 Ave,2022-04-15,15.7,1
Prospect Park West & 8 St,2022-04-24,12.8,1
E 19 St & 3 Ave,2022-04-27,11.6,1
Division St & Bowery,2022-04-05,9.7,1
University Pl & E 14 St,2022-04-18,7.9,1
Central Park North & Adam Clayton Powell Blvd,2022-04-30,12.9,1
LaGuardia Pl & W 3 St,2022-04-25,10.4,1
Broadway & E 21 St,2022-04-13,15.4,1
5 Ave & E 29 St,2022-04-30,12.9,1
E 4 St & 2 Ave,2022-04-10,8.6,1
W 116 St & Broadway,2022-04-01,13.1,1
48 St & Broadway,2022-04-13,15.4,1
Ave A & E 14 St,2022-04-11,8.8,1
E 32 St & Park Ave,2022-04-06,8.6,1
King St & Varick St,2022-04-02,7.2,1
Vesey Pl & River Terrace,2022-04-15,15.7,1
Avenue D & E 3 St,2022-04-11,8.8,1
Market St & Henry St,2022-04-10,8.6,1
Berkeley Pl & 7 Ave,2022-04-25,10.4,1
Broadway & W 37 St,2022-04-27,11.6,1
Madison St & Montgomery St,2022-04-27,11.6,1
Court St & Nelson St,2022-04-29,10.4,1
W 44 St & 5 Ave,2022-04-20,9.4,1
Schermerhorn St & Bond St,2022-04-15,15.7,1
E 2 St & Avenue B,2022-04-23,13.3,1
E 9 St & Avenue C,2022-04-30,12.9,1
W 22 St & 10 Ave,2022-04-15,15.7,1
6 Ave & Broome St,2022-04-02,7.2,1
W 26 St & 10 Ave,2022-04-22,14.6,1
MacDougal St & Washington Sq,2022-04-30,12.9,1
E 58 St & 1 Ave (NW Corner),2022-04-28,8.2,1
Adam Clayton Powell Blvd & W 123 St,2022-04-05,9.7,1
Central Park S & 6 Ave,2022-04-22,14.6,1
Bergen St & Flatbush Ave,2022-04-21,10.6,1
8 Ave & W 49 St,2022-04-12,13.4,1
8 Ave & W 16 St,2022-04-09,11.4,1
Central Park S & 6 Ave,2022-04-15,15.7,1
N 6 St & Bedford Ave,2022-04-13,15.4,1
E 53 St & Lexington Ave,2022-04-22,14.6,1
1 Ave & E 6 St,2022-04-10,8.6,1
Leonard St & Church St,2022-04-17,8.3,1
2 Ave & 32 St,2022-04-22,14.6,1
Leonard St & Church St,2022-04-18,7.9,1
Central Park S & 6 Ave,2022-04-01,13.1,1
Manhattan Av & Leonard St,2022-04-10,8.6,1
Roebling St & N 4 St,2022-04-20,9.4,1
W 54 St & 11 Ave,2022-04-05,9.7,1
Norfolk St & Broome St,2022-04-09,11.4,1
1 Ave & E 18 St,2022-04-21,10.6,1
E 16 St & Irving Pl,2022-04-20,9.4,1
W 15 St & 7 Ave,2022-04-12,13.4,1
West End Ave & W 94 St,2022-04-23,13.3,1
11 Ave & W 59 St,2022-04-12,13.4,1
8 Ave & W 16 St,2022-04-15,15.7,1
Devoe St & Lorimer St,2022-04-14,16.3,1
Rivington St & Ridge St,2022-04-18,7.9,1
E 2 St & Avenue B,2022-04-02,7.2,1
Greenwich Ave & 8 Ave,2022-04-07,9.1,1
W 52 St & 11 Ave,2022-04-27,11.6,1
E 1 St & 1 Ave,2022-04-03,7.0,1
Washington St & Gansevoort St,2022-04-10,8.6,1
Lenox Ave & W 117 St,2022-04-30,12.9,1
E 2 St & Avenue C,2022-04-29,10.4,1
Myrtle Ave & Lewis Ave,2022-04-22,14.6,1
W 15 St & 6 Ave,2022-04-27,11.6,1
West St & Chambers St,2022-04-05,9.7,1
E 10 St & 2 Ave,2022-04-09,11.4,1
Lewis Ave & Madison St,2022-04-06,8.6,1
W 31 St & 7 Ave,2022-04-28,8.2,1
Willoughby St & Fleet St,2022-04-28,8.2,1
Washington Square E,2022-04-19,7.6,1
E 27 St & 1 Ave,2022-04-21,10.6,1
Leonard St & Church St,2022-04-25,10.4,1
8 Ave & W 16 St,2022-04-29,10.4,1
Front St & Gold St,2022-04-27,11.6,1
Adam Clayton Powell Blvd & W 126 St,2022-04-07,9.1,1
Jay St & York St,2022-04-22,14.6,1
Murray St & Greenwich St,2022-04-14,16.3,1
E 5 St & Ave A,2022-04-12,13.4,1
6 Ave & W 33 St,2022-04-12,13.4,1
Allen St & Stanton St,2022-04-30,12.9,1
Bergen St & 4 Ave,2022-04-12,13.4,1
W 35 St & 8 Ave,2022-04-29,10.4,1
W 70 St & Amsterdam Ave,2022-04-26,11.5,1
W 22 St & 10 Ave,2022-04-11,8.8,1
Nassau Ave & Newell St,2022-04-19,7.6,1
W 47 St & 10 Ave,2022-04-25,10.4,1
E 40 St & Park Ave,2022-04-07,9.1,1
E 5 St & Avenue C,2022-04-16,15.7,1
Riverside Dr & W 82 St,2022-04-16,15.7,1
Riverside Dr & W 82 St,2022-04-24,12.8,1
Lafayette St & E 8 St,2022-04-25,10.4,1
Lincoln Pl & Classon Ave,2022-04-11,8.8,1
Cadman Plaza E & Red Cross Pl,2022-04-16,15.7,1
W 31 St & 7 Ave,2022-04-29,10.4,1
E 51 St & Lexington Ave,2022-04-08,12.8,1
Broadway & W 58 St,2022-04-05,9.7,1
E 11 St & 1 Ave,2022-04-23,13.3,1
Wyckoff Av & Jefferson St,2022-04-27,11.6,1
E 11 St & Avenue B,2022-04-22,14.6,1
9 Ave & W 45 St,2022-04-18,7.9,1
E 47 St & 1 Ave,2022-04-08,12.8,1
E 20 St & FDR Dr,2022-04-26,11.5,1
W 4 St & 7 Ave S,2022-04-09,11.4,1
5 Ave & E 72 St,2022-04-20,9.4,1
E 13 St & Avenue A,2022-04-09,11.4,1
W 15 St & 6 Ave,2022-04-06,8.6,1
E 39 St & 2 Ave,2022-04-04,7.6,1
E 5 St & Cooper Sq,2022-04-15,15.7,1
Boerum Pl\t& Pacific St,2022-04-17,8.3,1
W 20 St & 7 Ave,2022-04-16,15.7,1
34 Ave & 21 St,2022-04-16,15.7,1
E 58 St & 3 Ave,2022-04-03,7.0,1
Vernon Blvd & 41 Rd,2022-04-20,9.4,1
E 20 St & Park Ave,2022-04-14,16.3,1
Emerson Pl & Myrtle Ave,2022-04-08,12.8,1
Bleecker St & Crosby St,2022-04-29,10.4,1
Monroe St & Bedford Ave,2022-04-10,8.6,1
E 10 St & Avenue A,2022-04-13,15.4,1
8 Ave & W 31 St,2022-04-07,9.1,1
Bushwick Ave & Forrest St,2022-04-03,7.0,1
E 17 St & Broadway,2022-04-12,13.4,1
Sterling Pl & 5 Ave,2022-04-15,15.7,1
W 18 St & 6 Ave,2022-04-12,13.4,1
Metropolitan Ave & Bedford Ave,2022-04-30,12.9,1
Hudson St & Reade St,2022-04-26,11.5,1
Montague St & Clinton St,2022-04-18,7.9,1
W 26 St & 8 Ave,2022-04-29,10.4,1
W 20 St & 7 Ave,2022-04-19,7.6,1
8 Ave & W 16 St,2022-04-28,8.2,1
Forsyth St\t& Grand St,2022-04-13,15.4,1
W 4 St & 7 Ave S,2022-04-01,13.1,1
Queens Plaza North & Crescent St,2022-04-25,10.4,1
E 15 St & 3 Ave,2022-04-25,10.4,1
Broadway & W 61 St,2022-04-15,15.7,1
11 Ave & W 27 St,2022-04-28,8.2,1
Grand Army Plaza & Plaza St West,2022-04-23,13.3,1
35 St & 30 Ave,2022-04-22,14.6,1
W 44 St & 11 Ave,2022-04-07,9.1,1
E 32 St & Park Ave,2022-04-04,7.6,1
W 44 St & 11 Ave,2022-04-30,12.9,1
Butler St & Court St,2022-04-16,15.7,1
University Pl & E 8 St,2022-04-02,7.2,1
E 9 St & 5 Ave,2022-04-20,9.4,1
46 Ave & 5 St,2022-04-18,7.9,1
48 Ave & 5 St,2022-04-30,12.9,1
E 41 St & Madison Ave (SW corner),2022-04-05,9.7,1
34 Ave & 31 St,2022-04-21,10.6,1
38 Ave & 29 St,2022-04-20,9.4,1
1 Ave & E 94 St,2022-04-28,8.2,1
Seaman Ave & Beak St,2022-04-15,15.7,1
E 14 St & 1 Ave,2022-04-30,12.9,1
E 89 St & York Ave,2022-04-16,15.7,1
Steinway St & 23 Ave,2022-04-16,15.7,1
1 Ave & E 78 St,2022-04-21,10.6,1
St Nicholas Ave & W 134 St,2022-04-13,15.4,1
W 49 St & 8 Ave,2022-04-09,11.4,1
Washington Ave & Greene Ave,2022-04-22,14.6,1
10 Ave & W 202 St,2022-04-14,16.3,1
E 84 St & 1 Ave,2022-04-06,8.6,1
Willis Ave & E 137 St,2022-04-28,8.2,1
Central Park West & W 68 St,2022-04-27,11.6,1
Boerum St & Broadway,2022-04-24,12.8,1
E 81 St & Park Ave,2022-04-29,10.4,1
E 93 St & 2 Ave,2022-04-30,12.9,1
Pier 40 - Hudson River Park,2022-04-24,12.8,1
Front St & Washington St,2022-04-20,9.4,1
3 Ave & E 170 St,2022-04-11,8.8,1
Warren St & Court St,2022-04-07,9.1,1
W 176 St & Montgomery Ave,2022-04-25,10.4,1
S Portland Ave & Hanson Pl,2022-04-05,9.7,1
E 59 St & Madison Ave,2022-04-19,7.6,1
W 111 St & 5 Ave,2022-04-14,16.3,1
E 50 St & Park Ave,2022-04-20,9.4,1
St. Nicholas Ave & W 126 St,2022-04-13,15.4,1
Grand Army Plaza & Central Park S,2022-04-16,15.7,1
E 74 St & 1 Ave,2022-04-17,8.3,1
1 Ave & E 62 St,2022-04-17,8.3,1
Roosevelt Island Tramway,2022-04-29,10.4,1
E 74 St & 1 Ave,2022-04-12,13.4,1
St. Nicholas Ave & W 126 St,2022-04-12,13.4,1
W 30 St & 8 Ave,2022-04-24,12.8,1
Southpoint Park,2022-04-23,13.3,1
Myrtle Ave & St Edwards St,2022-04-30,12.9,1
7 Ave & Central Park South,2022-04-23,13.3,1
E 72 St & York Ave,2022-04-05,9.7,1
Broadway	& W 48 St,2022-04-21,10.6,1
Lenox Ave & W 126 St,2022-04-03,7.0,1
E 33 St & 1 Ave,2022-04-12,13.4,1
Menahan St & Onderdonk Ave,2022-04-16,15.7,1
W 4 St & 7 Ave S,2022-04-09,11.4,1
Warren St & Court St,2022-04-30,12.9,1
9 St & 44 Rd,2022-04-29,10.4,1
E 20 St & 2 Ave,2022-04-04,7.6,1
E 20 St & 2 Ave,2022-04-25,10.4,1
W 90 St & Amsterdam Ave,2022-04-22,14.6,1
W 31 St & 7 Ave,2022-04-15,15.7,1
1 Ave & E 68 St,2022-04-17,8.3,1
1 Pl & Clinton St,2022-04-05,9.7,1
E 161 St & River Ave,2022-04-05,9.7,1
E 56 St & Madison Ave,2022-04-16,15.7,1
W 56 St & 10 Ave,2022-04-01,13.1,1
9 Ave & W 45 St,2022-04-26,11.5,1
S 4 St & Wythe Ave,2022-04-27,11.6,1
St. Nicholas Ave & W 126 St,2022-04-09,11.4,1
Mercer St & Spring St,2022-04-15,15.7,1
E 31 St & 3 Ave,2022-04-21,10.6,1
Rivington St & Ridge St,2022-04-30,12.9,1
W 63 St & Broadway,2022-04-14,16.3,1
Norfolk St & Broome St,2022-04-02,7.2,1
Wythe Ave & Metropolitan Ave,2022-04-12,13.4,1
E 11 St & 1 Ave,2022-04-17,8.3,1
Broadway & Berry St,2022-04-08,12.8,1
E 9 St & 5 Ave,2022-04-12,13.4,1
E 102 St & Park Ave,2022-04-01,13.1,1
Lexington Ave & E 24 St,2022-04-13,15.4,1
11 Ave & W 41 St,2022-04-26,11.5,1
63 St & 5 Ave,2022-04-04,7.6,1
Carroll St & Smith St,2022-04-13,15.4,1
Mercer St & Spring St,2022-04-07,9.1,1
Henry St & Atlantic Ave,2022-04-18,7.9,1
12 Ave & W 40 St,2022-04-23,13.3,1
W 13 St & 5 Ave,2022-04-13,15.4,1
Laight St & Hudson St,2022-04-02,7.2,1
Henry St & Atlantic Ave,2022-04-13,15.4,1
E 54 St & 1 Ave,2022-04-20,9.4,1
W 55 St & 6 Ave,2022-04-26,11.5,1
E 63 St & 3 Ave,2022-04-05,9.7,1
Broadway & W 58 St,2022-04-30,12.9,1
Amsterdam Ave & W 66 St,2022-04-10,8.6,1
Central Park S & 6 Ave,2022-04-13,15.4,1
Central Park West & W 68 St,2022-04-30,12.9,1
W 84 St & Columbus Ave,2022-04-15,15.7,1
4 Ave & 9 St,2022-04-15,15.7,1
W 20 St & 7 Ave,2022-04-13,15.4,1
Spring St & Hudson St,2022-04-28,8.2,1
Dean St & Franklin Ave,2022-04-21,10.6,1
Central Park West & W 68 St,2022-04-11,8.8,1
St Johns Pl & Washington Ave,2022-04-14,16.3,1
Murray St & West St,2022-04-15,15.7,1
Franklin St & Dupont St,2022-04-13,15.4,1
Vesey Pl & River Terrace,2022-04-15,15.7,1
W 100 St & Broadway,2022-04-08,12.8,1
W 63 St & Broadway,2022-04-29,10.4,1
West End Ave & W 94 St,2022-04-21,10.6,1
E 53 St & Lexington Ave,2022-04-24,12.8,1
Stagg St & Union Ave,2022-04-19,7.6,1
Parade Pl & Crooke Ave,2022-04-13,15.4,1
Central Park West & W 85 St,2022-04-12,13.4,1
Broadway & W 58 St,2022-04-29,10.4,1
Plaza St West & Flatbush Ave,2022-04-22,14.6,1
E 39 St & 2 Ave,2022-04-08,12.8,1
E 85 St & 3 Ave,2022-04-08,12.8,1
W 116 St & Amsterdam Ave,2022-04-16,15.7,1
E 27 St & Park Ave S,2022-04-02,7.2,1
Kane St & Clinton St,2022-04-27,11.6,1
E 44 St & 2 Ave,2022-04-23,13.3,1
7 Ave & Central Park South,2022-04-30,12.9,1
7 Ave & Central Park South,2022-04-19,7.6,1
Central Park W & W 91 St,2022-04-30,12.9,1
Pioneer St & Van Brunt St,2022-04-09,11.4,1
Vesey St & Church St,2022-04-20,9.4,1
W 42 St & 8 Ave,2022-04-03,7.0,1
E 13 St & 2 Ave,2022-04-24,12.8,1
E 41 St & Madison Ave (SW corner),2022-04-04,7.6,1
24 St & 41 Ave,2022-04-09,11.4,1
W 55 St & 6 Ave,2022-04-08,12.8,1
W 21 St & 6 Ave,2022-04-23,13.3,1
Central Park S & 6 Ave,2022-04-16,15.7,1
Central Park West & W 72 St,2022-04-22,14.6,1
Central Park North & Adam Clayton Powell Blvd,2022-04-30,12.9,1
Henry St & Atlantic Ave,2022-04-24,12.8,1
31 Rd & 21 St,2022-04-11,8.8,1
8 Ave & W 49 St,2022-04-09,11.4,1
Willoughby St & Fleet St,2022-04-19,7.6,1
E 7 St & Ave B,2022-04-22,14.6,1
35 Ave & 37 St,2022-04-28,8.2,1
Central Park West & W 68 St,2022-04-14,16.3,1
Broadway & Kosciuszko St,2022-04-29,10.4,1
Richardson St & N Henry St,2022-04-13,15.4,1
28 Ave & 35 St,2022-04-13,15.4,1
14 St & 5 Ave,2022-04-10,8.6,1
Warren St & Smith St,2022-04-18,7.9,1
Allen St & Rivington St,2022-04-18,7.9,1
Columbus Ave & W 95 St,2022-04-13,15.4,1
Suydam St & Broadway,2022-04-19,7.6,1
Fulton St & Waverly Ave,2022-04-14,16.3,1
E 66 St & Madison Ave,2022-04-11,8.8,1
E 13 St & 2 Ave,2022-04-20,9.4,1
East End Ave & E 86 St,2022-04-23,13.3,1
Fulton St & Clermont Ave,2022-04-10,8.6,1
Nassau Ave & Newell St,2022-04-21,10.6,1
Frost St & Meeker Ave,2022-04-21,10.6,1
Lenox Ave & W 126 St,2022-04-18,7.9,1
Park Cir & East Dr,2022-04-27,11.6,1
E 27 St & 1 Ave,2022-04-26,11.5,1
W 20 St & 7 Ave,2022-04-13,15.4,1
W 18 St & 6 Ave,2022-04-07,9.1,1
8 Ave & W 38 St,2022-04-11,8.8,1
Crescent St & Broadway,2022-04-24,12.8,1
E 81 St & Park Ave,2022-04-09,11.4,1
W 44 St & 11 Ave,2022-04-12,13.4,1
9 Ave & W 18 St,2022-04-22,14.6,1
Thompson St & Bleecker St,2022-04-20,9.4,1
E 118 St & Madison Ave,2022-04-12,13.4,1
6 Ave & Broome St,2022-04-28,8.2,1
Prospect Pl & Vanderbilt Ave,2022-04-17,8.3,1
Stanton St & Chrystie St,2022-04-13,15.4,1
6 Ave & W 33 St,2022-04-26,11.5,1
Lenox Ave & W 140 St,2022-04-09,11.4,1
E 2 St & Avenue A,2022-04-16,15.7,1
E 13 St & 2 Ave,2022-04-28,8.2,1
36 St & 4 Ave,2022-04-24,12.8,1
5 Ave & E 78 St,2022-04-16,15.7,1
Grand Army Plaza & Central Park S,2022-04-12,13.4,1
Cumberland St & Lafayette Ave,2022-04-24,12.8,1
Pioneer St & Richards St,2022-04-11,8.8,1
King St & Varick St,2022-04-25,10.4,1
Vernon Blvd & 50 Ave,2022-04-16,15.7,1
Lexington Ave & E 111 St,2022-04-06,8.6,1
Metropolitan Ave & Meeker Ave,2022-04-02,7.2,1
Central Park S & 6 Ave,2022-04-23,13.3,1
Carmine St & 6 Ave,2022-04-20,9.4,1
W 41 St & 8 Ave,2022-04-21,10.6,1
E 5 St & Avenue C,2022-04-22,14.6,1
Queens Plaza North & Crescent St,2022-04-03,7.0,1
2 Ave & E 72 St,2022-04-13,15.4,1
5 Ave & E 103 St,2022-04-16,15.7,1
2 Ave & E 125 St,2022-04-06,8.6,1
W 18 St & 6 Ave,2022-04-29,10.4,1
Monroe St & Tompkins Ave,2022-04-14,16.3,1
Milton St & Franklin St,2022-04-13,15.4,1
Madison Ave & E 26 St,2022-04-25,10.4,1
9 Ave & W 45 St,2022-04-24,12.8,1
W 42 St & 6 Ave,2022-04-11,8.8,1
3 St & Hoyt St,2022-04-24,12.8,1
Columbia St & Rivington St,2022-04-14,16.3,1
Canal St & Rutgers St,2022-04-26,11.5,1
Caton Ave & E 7 St,2022-04-24,12.8,1
Douglass St & 4 Ave,2022-04-24,12.8,1
Prospect Ave & E 167 St,2022-04-18,7.9,1
